,Column1,Type,Status,City,State,PostalCode,GenderCode,BirthDate,MaritalStatus,Enrolled on ,Living status,Age,Age Group,Month_Year,Weak Num
4942,0314844A-EC6F-11e7-ACB2-00505682069A,Individual,Active,Hyderabad,ANDHRA PRADESH,500035.0,FEMALE,3/26/1995,M,12/29/2017,couple with children,26.0,25-30 Years,17-Dec,Weak: 52
4943,033146FA-DCBD-11e7-ABA4-0050568252F9,Individual,Active,Hyderabad,ANDHRA PRADESH,509216.0,MALE,9/7/1990,U,12/9/2017,Couple without children,30.0,30-35 Years,17-Dec,Weak: 49
4944,0345DCC5-5FCB-11e8-8E4A-0050568260A3,Individual,Active,Hyderabad,ANDHRA PRADESH,500027.0,MALE,8/28/1996,M,5/25/2018,Single/living alone,24.0,20-25 Years,18-May,Weak: 21
4945,0345DCD2-5FCB-11e8-8E4A-0050568260A3,Individual,Active,Hyderabad,ANDHRA PRADESH,500076.0,MALE,8/9/1990,M,5/25/2018,Single/living alone,30.0,30-35 Years,18-May,Weak: 21
4946,0345DCF2-5FCB-11e8-8E4A-0050568260A3,Individual,Active,Hyderabad,ANDHRA PRADESH,500048.0,FEMALE,1/22/1988,M,5/25/2018,Single/living alone,33.0,30-35 Years,18-May,Weak: 21
4947,0345DD0F-5FCB-11e8-8E4A-0050568260A3,Individual,Active,Hyderabad,ANDHRA PRADESH,500027.0,MALE,7/30/1990,M,5/25/2018,Single/living alone,30.0,30-35 Years,18-May,Weak: 21
4948,0345DD44-5FCB-11e8-8E4A-0050568260A3,Individual,Active,Hyderabad,ANDHRA PRADESH,500002.0,MALE,7/8/1998,M,5/25/2018,couple with children,22.0,20-25 Years,18-May,Weak: 21
4949,0345DDF8-5FCB-11e8-8E4A-0050568260A3,Individual,Active,Hyderabad,ANDHRA PRADESH,500002.0,MALE,2/7/1967,M,5/25/2018,couple with children,54.0,50-55 Years,18-May,Weak: 21
4950,0345DE00-5FCB-11e8-8E4A-0050568260A3,Individual,Active,Hyderabad,ANDHRA PRADESH,500002.0,MALE,7/6/1969,M,5/25/2018,couple with children,51.0,50-55 Years,18-May,Weak: 21
4951,0345DE49-5FCB-11e8-8E4A-0050568260A3,Individual,Active,Hyderabad,ANDHRA PRADESH,500005.0,MALE,6/6/1962,M,5/25/2018,couple with children,58.0,55-60 Years,18-May,Weak: 21
4952,0345DE68-5FCB-11e8-8E4A-0050568260A3,Individual,Active,Hyderabad,ANDHRA PRADESH,500036.0,MALE,9/21/1982,M,5/25/2018,couple with children,38.0,35-40 Years,18-May,Weak: 21
4953,0345DE8F-5FCB-11e8-8E4A-0050568260A3,Individual,Active,Hyderabad,ANDHRA PRADESH,500012.0,MALE,10/12/1991,M,5/25/2018,couple with children,29.0,25-30 Years,18-May,Weak: 21
4954,0345DEAB-5FCB-11e8-8E4A-0050568260A3,Individual,Active,Hyderabad,ANDHRA PRADESH,500002.0,MALE,3/7/1999,M,5/25/2018,couple with children,22.0,20-25 Years,18-May,Weak: 21
4955,0345DEC1-5FCB-11e8-8E4A-0050568260A3,Individual,Active,Hyderabad,ANDHRA PRADESH,500005.0,FEMALE,9/9/1992,M,5/25/2018,couple with children,28.0,25-30 Years,18-May,Weak: 21
4956,0345E0FF-5FCB-11e8-8E4A-0050568260A3,Individual,Active,Hyderabad,ANDHRA PRADESH,500076.0,MALE,7/10/1987,M,5/26/2018,couple with children,33.0,30-35 Years,18-May,Weak: 21
4957,0345E12F-5FCB-11e8-8E4A-0050568260A3,Individual,Active,Hyderabad,ANDHRA PRADESH,500035.0,FEMALE,12/19/1994,M,5/26/2018,couple with children,26.0,25-30 Years,18-May,Weak: 21
4958,0345E131-5FCB-11e8-8E4A-0050568260A3,Individual,Active,Hyderabad,ANDHRA PRADESH,500044.0,FEMALE,9/18/1989,M,5/26/2018,couple with children,31.0,30-35 Years,18-May,Weak: 21
4959,0351CABC-27EF-11ea-A6FA-005056991469,Individual,Active,Hyderabad,ANDHRA PRADESH,501511.0,MALE,6/24/1984,M,12/26/2019,couple with children,36.0,35-40 Years,19-Dec,Weak: 52
4960,0365A543-B0E6-11e9-B77C-0050569973AB,Individual,Active,Hyderabad,ANDHRA PRADESH,500013.0,FEMALE,8/29/1990,M,7/28/2019,Single/living alone,30.0,30-35 Years,19-Jul,Weak: 31
4961,0368BB89-6FB1-11e8-B932-0050568252F9,Individual,Active,Hyderabad,ANDHRA PRADESH,500092.0,MALE,5/24/1977,M,6/14/2018,Single/living alone,43.0,40- 45Years,18-Jun,Weak: 24
4962,0368BBAD-6FB1-11e8-B932-0050568252F9,Individual,Active,Hyderabad,ANDHRA PRADESH,500098.0,MALE,1/1/1992,M,6/14/2018,Single/living alone,29.0,25-30 Years,18-Jun,Weak: 24
4963,0368BE07-6FB1-11e8-B932-0050568252F9,Individual,Active,Hyderabad,ANDHRA PRADESH,500035.0,MALE,6/20/1987,M,6/14/2018,couple with children,33.0,30-35 Years,18-Jun,Weak: 24
4964,0368BE99-6FB1-11e8-B932-0050568252F9,Individual,Active,Hyderabad,ANDHRA PRADESH,500058.0,MALE,10/1/1976,M,6/14/2018,couple with children,44.0,40- 45Years,18-Jun,Weak: 24
4965,0368BEE7-6FB1-11e8-B932-0050568252F9,Individual,Active,Hyderabad,ANDHRA PRADESH,500013.0,MALE,4/10/1992,M,6/14/2018,couple with children,28.0,25-30 Years,18-Jun,Weak: 24
4966,0368BF5E-6FB1-11e8-B932-0050568252F9,Individual,Active,Hyderabad,ANDHRA PRADESH,500035.0,FEMALE,4/24/1988,M,6/14/2018,couple with children,32.0,30-35 Years,18-Jun,Weak: 24
4967,036DC885-2126-11e8-B1DE-0050569D5A2F,Individual,Active,Hyderabad,ANDHRA PRADESH,500053.0,FEMALE,4/9/1994,M,3/6/2018,couple with children,26.0,25-30 Years,18-Mar,Weak: 10
4968,037047AB-2597-11ea-81A4-0050569857FB,Individual,Active,Hyderabad,ANDHRA PRADESH,500036.0,FEMALE,8/5/1995,M,12/24/2019,couple with children,25.0,25-30 Years,19-Dec,Weak: 52
4969,038B28D3-2DB6-11ea-8E86-0050569953B7,Individual,Active,Hyderabad,ANDHRA PRADESH,500097.0,FEMALE,3/18/1986,M,1/3/2020,Couple without children,35.0,35-40 Years,20-Jan,Weak: 1
4970,038B75AE-6F78-11e8-BF92-0050568252F9,Individual,Active,Hyderabad,ANDHRA PRADESH,500070.0,FEMALE,5/5/1988,M,6/14/2018,Single/living alone,32.0,30-35 Years,18-Jun,Weak: 24
4971,038B75BC-6F78-11e8-BF92-0050568252F9,Individual,Active,Hyderabad,ANDHRA PRADESH,500039.0,MALE,10/23/1986,M,6/14/2018,Single/living alone,34.0,30-35 Years,18-Jun,Weak: 24
4972,038B7626-6F78-11e8-BF92-0050568252F9,Individual,Active,Hyderabad,ANDHRA PRADESH,500048.0,FEMALE,1/3/1990,M,6/14/2018,Single/living alone,31.0,30-35 Years,18-Jun,Weak: 24
4973,038B762D-6F78-11e8-BF92-0050568252F9,Individual,Active,Hyderabad,ANDHRA PRADESH,500048.0,MALE,5/19/1988,M,6/14/2018,Single/living alone,32.0,30-35 Years,18-Jun,Weak: 24
4974,038B7649-6F78-11e8-BF92-0050568252F9,Individual,Active,Hyderabad,ANDHRA PRADESH,500064.0,MALE,8/12/1978,M,6/14/2018,Single/living alone,42.0,40- 45Years,18-Jun,Weak: 24
4975,038B7659-6F78-11e8-BF92-0050568252F9,Individual,Active,Hyderabad,ANDHRA PRADESH,500035.0,MALE,8/19/1966,M,6/14/2018,Single/living alone,54.0,50-55 Years,18-Jun,Weak: 24
4976,038B7668-6F78-11e8-BF92-0050568252F9,Individual,Active,Hyderabad,ANDHRA PRADESH,500059.0,MALE,10/25/1972,M,6/14/2018,Single/living alone,48.0,45-50 Years,18-Jun,Weak: 24
4977,038B7680-6F78-11e8-BF92-0050568252F9,Individual,Active,Hyderabad,ANDHRA PRADESH,500048.0,FEMALE,6/1/1989,M,6/14/2018,Single/living alone,31.0,30-35 Years,18-Jun,Weak: 24
4978,038B7688-6F78-11e8-BF92-0050568252F9,Individual,Active,Hyderabad,ANDHRA PRADESH,500039.0,FEMALE,4/6/1992,M,6/14/2018,Single/living alone,28.0,25-30 Years,18-Jun,Weak: 24
4979,038B76BA-6F78-11e8-BF92-0050568252F9,Individual,Active,Hyderabad,ANDHRA PRADESH,500058.0,MALE,8/10/1982,M,6/14/2018,Single/living alone,38.0,35-40 Years,18-Jun,Weak: 24
4980,038B76BC-6F78-11e8-BF92-0050568252F9,Individual,Active,Hyderabad,ANDHRA PRADESH,500048.0,MALE,7/1/1959,M,6/14/2018,Single/living alone,61.0,60+ Years,18-Jun,Weak: 24
4981,038B7706-6F78-11e8-BF92-0050568252F9,Individual,Active,Hyderabad,ANDHRA PRADESH,500068.0,MALE,4/7/1989,M,6/14/2018,couple with children,31.0,30-35 Years,18-Jun,Weak: 24
4982,038B7867-6F78-11e8-BF92-0050568252F9,Individual,Active,Hyderabad,ANDHRA PRADESH,500076.0,MALE,3/3/1993,M,6/14/2018,couple with children,28.0,25-30 Years,18-Jun,Weak: 24
4983,038B788A-6F78-11e8-BF92-0050568252F9,Individual,Active,Hyderabad,ANDHRA PRADESH,500027.0,FEMALE,1/2/1992,M,6/14/2018,couple with children,29.0,25-30 Years,18-Jun,Weak: 24
4984,038B788B-6F78-11e8-BF92-0050568252F9,Individual,Active,Hyderabad,ANDHRA PRADESH,500070.0,MALE,3/22/1987,M,6/14/2018,couple with children,34.0,30-35 Years,18-Jun,Weak: 24
4985,038B7961-6F78-11e8-BF92-0050568252F9,Individual,Active,Hyderabad,ANDHRA PRADESH,500044.0,MALE,12/29/1946,M,6/14/2018,couple with children,74.0,60+ Years,18-Jun,Weak: 24
4986,038B7978-6F78-11e8-BF92-0050568252F9,Individual,Active,Hyderabad,ANDHRA PRADESH,500002.0,MALE,2/16/1990,M,6/14/2018,couple with children,31.0,30-35 Years,18-Jun,Weak: 24
4987,038B7A13-6F78-11e8-BF92-0050568252F9,Individual,Active,Hyderabad,ANDHRA PRADESH,500048.0,MALE,7/11/1981,M,6/14/2018,couple with children,39.0,35-40 Years,18-Jun,Weak: 24
4988,038EF960-BC1F-11e9-8CE8-0050569857FB,Individual,Active,Hyderabad,ANDHRA PRADESH,500051.0,FEMALE,6/5/1994,M,8/11/2019,couple with children,26.0,25-30 Years,19-Aug,Weak: 33
4989,038FD403-F6E2-11e9-84D4-0050569953B7,Individual,Active,Hyderabad,ANDHRA PRADESH,500002.0,MALE,2/3/1998,M,10/25/2019,couple with children,23.0,20-25 Years,19-Oct,Weak: 43
4990,039E1847-EF4E-11e9-99EE-005056981C55,Individual,Active,Hyderabad,ANDHRA PRADESH,500044.0,MALE,8/13/1977,M,10/15/2019,Couple without children,43.0,40- 45Years,19-Oct,Weak: 42
4991,03AA557C-502B-11e8-8A5E-00505682069A,Individual,Active,Hyderabad,ANDHRA PRADESH,500035.0,MALE,1/25/1980,M,5/5/2018,couple with children,41.0,40- 45Years,18-May,Weak: 18
4992,03B7CEA2-2EA5-11ea-8C9E-005056991469,Individual,Active,Hyderabad,ANDHRA PRADESH,500068.0,MALE,7/1/1967,M,1/4/2020,couple with children,53.0,50-55 Years,20-Jan,Weak: 1
4993,03B7CFF4-2EA5-11ea-8C9E-005056991469,Individual,Active,Hyderabad,ANDHRA PRADESH,500002.0,MALE,7/1/1986,M,1/4/2020,couple with children,34.0,30-35 Years,20-Jan,Weak: 1
4994,03BFB598-7FD0-11e8-962A-0050569D7549,Individual,Active,Hyderabad,ANDHRA PRADESH,500048.0,MALE,2/1/1995,M,7/5/2018,couple with children,26.0,25-30 Years,18-Jul,Weak: 27
4995,03BFB64F-7FD0-11e8-962A-0050569D7549,Individual,Active,Hyderabad,ANDHRA PRADESH,500027.0,FEMALE,6/5/1993,M,7/5/2018,couple with children,27.0,25-30 Years,18-Jul,Weak: 27
4996,0407A057-F21E-11e9-B9AC-0050569857FB,Individual,Active,Hyderabad,ANDHRA PRADESH,500060.0,FEMALE,6/3/1966,M,10/20/2019,couple with children,54.0,50-55 Years,19-Oct,Weak: 43
4997,0407A078-F21E-11e9-B9AC-0050569857FB,Individual,Active,Hyderabad,ANDHRA PRADESH,500044.0,MALE,4/18/1979,M,10/20/2019,couple with children,41.0,40- 45Years,19-Oct,Weak: 43
4998,0407A0A4-F21E-11e9-B9AC-0050569857FB,Individual,Active,Hyderabad,ANDHRA PRADESH,500060.0,MALE,6/12/1999,M,10/20/2019,couple with children,21.0,20-25 Years,19-Oct,Weak: 43
4999,0407A0A6-F21E-11e9-B9AC-0050569857FB,Individual,Active,Hyderabad,ANDHRA PRADESH,500023.0,MALE,5/5/1986,M,10/20/2019,couple with children,34.0,30-35 Years,19-Oct,Weak: 43
5000,0407A0C4-F21E-11e9-B9AC-0050569857FB,Individual,Active,Hyderabad,ANDHRA PRADESH,500053.0,MALE,3/3/1994,M,10/20/2019,couple with children,27.0,25-30 Years,19-Oct,Weak: 43
5001,0407A3CD-F21E-11e9-B9AC-0050569857FB,Individual,Active,Hyderabad,ANDHRA PRADESH,500086.0,MALE,10/28/1994,M,10/20/2019,couple with children,26.0,25-30 Years,19-Oct,Weak: 43
5002,0428DF8E-3029-11e8-BF9E-0050569D5A2F,Individual,Active,Hyderabad,ANDHRA PRADESH,500013.0,FEMALE,9/21/1970,M,3/25/2018,Single/living alone,50.0,50-55 Years,18-Mar,Weak: 13
5003,04331F35-F282-11e9-AE80-005056991469,Individual,Active,Hyderabad,ANDHRA PRADESH,500036.0,FEMALE,2/13/1988,M,10/19/2019,couple with children,33.0,30-35 Years,19-Oct,Weak: 42
5004,04372C8F-FB6A-11e9-82B0-005056991469,Individual,Active,Hyderabad,ANDHRA PRADESH,500058.0,MALE,8/9/1976,M,10/31/2019,couple with children,44.0,40- 45Years,19-Oct,Weak: 44
5005,043D88E3-FAEB-11e9-A0E2-005056981C55,Individual,Active,Hyderabad,ANDHRA PRADESH,500036.0,MALE,10/24/2001,M,10/30/2019,Couple without children,19.0,0-20 Years,19-Oct,Weak: 44
5006,043DF60D-10BE-11e8-B908-0050569D3164,Individual,Active,Hyderabad,ANDHRA PRADESH,500058.0,MALE,1/17/1977,M,2/13/2018,Couple without children,44.0,40- 45Years,18-Feb,Weak: 7
5007,043F48A4-4F59-11e8-A4FE-0050569D7549,Individual,Active,Hyderabad,ANDHRA PRADESH,500035.0,MALE,10/19/1988,M,5/4/2018,Couple without children,32.0,30-35 Years,18-May,Weak: 18
5008,043F4C15-4F59-11e8-A4FE-0050569D7549,Individual,Active,Hyderabad,ANDHRA PRADESH,500070.0,MALE,9/9/1983,M,5/4/2018,Couple without children,37.0,35-40 Years,18-May,Weak: 18
5009,045B299A-D09F-11e7-8DAE-0050569D3164,Individual,Active,Hyderabad,ANDHRA PRADESH,502032.0,MALE,9/26/1995,U,11/24/2017,couple with children,25.0,25-30 Years,17-Nov,Weak: 47
5010,04751DB3-7785-11e8-B148-00505682069A,Individual,Active,Hyderabad,ANDHRA PRADESH,500005.0,MALE,2/7/1995,M,6/24/2018,Couple without children,26.0,25-30 Years,18-Jun,Weak: 26
5011,04751DE3-7785-11e8-B148-00505682069A,Individual,Active,Hyderabad,ANDHRA PRADESH,500027.0,MALE,8/8/1963,M,6/24/2018,Couple without children,57.0,55-60 Years,18-Jun,Weak: 26
5012,04751DEA-7785-11e8-B148-00505682069A,Individual,Active,Hyderabad,ANDHRA PRADESH,500044.0,MALE,11/16/2000,M,6/24/2018,Couple without children,20.0,20-25 Years,18-Jun,Weak: 26
5013,04751E23-7785-11e8-B148-00505682069A,Individual,Active,Hyderabad,ANDHRA PRADESH,500053.0,MALE,7/6/1982,M,6/24/2018,Couple without children,38.0,35-40 Years,18-Jun,Weak: 26
5014,04751E2B-7785-11e8-B148-00505682069A,Individual,Active,Hyderabad,ANDHRA PRADESH,500002.0,FEMALE,11/23/1978,M,6/24/2018,Couple without children,42.0,40- 45Years,18-Jun,Weak: 26
5015,04751E5C-7785-11e8-B148-00505682069A,Individual,Active,Hyderabad,ANDHRA PRADESH,500027.0,MALE,2/8/1978,M,6/24/2018,Couple without children,43.0,40- 45Years,18-Jun,Weak: 26
5016,0476D67D-6B51-11e8-B278-0050569D3164,Individual,Active,Hyderabad,ANDHRA PRADESH,500097.0,MALE,11/10/1973,M,6/8/2018,Couple without children,47.0,45-50 Years,18-Jun,Weak: 23
5017,0476D68D-6B51-11e8-B278-0050569D3164,Individual,Active,Hyderabad,ANDHRA PRADESH,500079.0,MALE,8/30/1960,M,6/8/2018,Couple without children,60.0,60+ Years,18-Jun,Weak: 23
5018,0476D6C2-6B51-11e8-B278-0050569D3164,Individual,Active,Hyderabad,ANDHRA PRADESH,500035.0,FEMALE,11/20/1977,M,6/8/2018,Couple without children,43.0,40- 45Years,18-Jun,Weak: 23
5019,0476D706-6B51-11e8-B278-0050569D3164,Individual,Active,Hyderabad,ANDHRA PRADESH,500059.0,MALE,7/15/1976,M,6/9/2018,Couple without children,44.0,40- 45Years,18-Jun,Weak: 23
5020,0476D778-6B51-11e8-B278-0050569D3164,Individual,Active,Hyderabad,ANDHRA PRADESH,501218.0,FEMALE,3/13/1985,M,6/9/2018,Couple without children,36.0,35-40 Years,18-Jun,Weak: 23
5021,0476D787-6B51-11e8-B278-0050569D3164,Individual,Active,Hyderabad,ANDHRA PRADESH,500064.0,MALE,9/4/1989,M,6/9/2018,Couple without children,31.0,30-35 Years,18-Jun,Weak: 23
5022,0476D7FD-6B51-11e8-B278-0050569D3164,Individual,Active,Hyderabad,ANDHRA PRADESH,500002.0,MALE,5/24/1980,M,6/9/2018,Couple without children,40.0,40- 45Years,18-Jun,Weak: 23
5023,0011F215-2918-11e8-8C6A-00505682069A,Individual,Active,Secunderabad,ANDHRA PRADESH,500007.0,FEMALE,2/28/1995,M,3/16/2018,Couple without children,26.0,25-30 Years,18-Mar,Weak: 11
5024,0017D130-E7BF-11e7-928C-0050569D7549,Individual,Active,Secunderabad,ANDHRA PRADESH,500050.0,MALE,9/8/1988,M,12/23/2017,Couple without children,32.0,30-35 Years,17-Dec,Weak: 51
5025,0017D1B0-E7BF-11e7-928C-0050569D7549,Individual,Active,Secunderabad,ANDHRA PRADESH,500055.0,MALE,7/25/1987,M,12/23/2017,Couple without children,33.0,30-35 Years,17-Dec,Weak: 51
5026,0017D1F8-E7BF-11e7-928C-0050569D7549,Individual,Active,Secunderabad,ANDHRA PRADESH,501203.0,MALE,10/31/1986,M,12/23/2017,Couple without children,34.0,30-35 Years,17-Dec,Weak: 51
5027,0017D345-E7BF-11e7-928C-0050569D7549,Individual,Active,Secunderabad,ANDHRA PRADESH,500050.0,MALE,9/18/1987,M,12/23/2017,Couple without children,33.0,30-35 Years,17-Dec,Weak: 51
5028,0017D372-E7BF-11e7-928C-0050569D7549,Individual,Active,Secunderabad,ANDHRA PRADESH,500047.0,MALE,11/20/1980,M,12/23/2017,Couple without children,40.0,40- 45Years,17-Dec,Weak: 51
5029,0017D3EC-E7BF-11e7-928C-0050569D7549,Individual,Active,Secunderabad,ANDHRA PRADESH,500085.0,MALE,6/25/1980,M,12/23/2017,Couple without children,40.0,40- 45Years,17-Dec,Weak: 51
5030,004149C3-3495-11e8-A500-0050568260A3,Individual,Active,Secunderabad,ANDHRA PRADESH,500049.0,FEMALE,8/6/1978,M,3/31/2018,couple with children,42.0,40- 45Years,18-Mar,Weak: 13
5031,004149F1-3495-11e8-A500-0050568260A3,Individual,Active,Secunderabad,ANDHRA PRADESH,500087.0,MALE,8/5/1985,M,3/31/2018,couple with children,35.0,35-40 Years,18-Mar,Weak: 13
5032,00414A17-3495-11e8-A500-0050568260A3,Individual,Active,Secunderabad,ANDHRA PRADESH,500050.0,MALE,8/28/1984,M,3/31/2018,couple with children,36.0,35-40 Years,18-Mar,Weak: 13
5033,00414ABD-3495-11e8-A500-0050568260A3,Individual,Active,Secunderabad,ANDHRA PRADESH,500009.0,FEMALE,9/21/1967,M,3/31/2018,couple with children,53.0,50-55 Years,18-Mar,Weak: 13
5034,00414B00-3495-11e8-A500-0050568260A3,Individual,Active,Secunderabad,ANDHRA PRADESH,500026.0,FEMALE,5/23/1983,M,3/31/2018,couple with children,37.0,35-40 Years,18-Mar,Weak: 13
5035,00414B0E-3495-11e8-A500-0050568260A3,Individual,Active,Secunderabad,ANDHRA PRADESH,500049.0,FEMALE,12/13/1987,M,3/31/2018,couple with children,33.0,30-35 Years,18-Mar,Weak: 13
5036,00414B63-3495-11e8-A500-0050568260A3,Individual,Active,Secunderabad,ANDHRA PRADESH,500050.0,MALE,5/30/1986,M,3/31/2018,couple with children,34.0,30-35 Years,18-Mar,Weak: 13
5037,00414D2C-3495-11e8-A500-0050568260A3,Individual,Active,Secunderabad,ANDHRA PRADESH,500049.0,MALE,5/13/1980,M,3/31/2018,couple with children,40.0,40- 45Years,18-Mar,Weak: 13
5038,004C3180-5A10-11e8-B10E-0050569D7549,Individual,Active,Secunderabad,ANDHRA PRADESH,500062.0,MALE,6/3/1995,M,5/18/2018,couple with children,25.0,25-30 Years,18-May,Weak: 20
5039,004C31AC-5A10-11e8-B10E-0050569D7549,Individual,Active,Secunderabad,ANDHRA PRADESH,500011.0,FEMALE,9/5/1993,M,5/18/2018,couple with children,27.0,25-30 Years,18-May,Weak: 20
5040,004C31EF-5A10-11e8-B10E-0050569D7549,Individual,Active,Secunderabad,ANDHRA PRADESH,500085.0,MALE,2/18/1982,M,5/18/2018,couple with children,39.0,35-40 Years,18-May,Weak: 20
5041,004C3225-5A10-11e8-B10E-0050569D7549,Individual,Active,Secunderabad,ANDHRA PRADESH,500062.0,MALE,9/8/1994,M,5/18/2018,couple with children,26.0,25-30 Years,18-May,Weak: 20
5042,004C326D-5A10-11e8-B10E-0050569D7549,Individual,Active,Secunderabad,ANDHRA PRADESH,500087.0,MALE,8/10/1995,M,5/18/2018,couple with children,25.0,25-30 Years,18-May,Weak: 20
5043,00521757-46F2-11e8-AA90-0050568252F9,Individual,Active,Secunderabad,ANDHRA PRADESH,500003.0,FEMALE,1/21/1986,M,4/23/2018,Couple without children,35.0,35-40 Years,18-Apr,Weak: 17
5044,00521A7F-46F2-11e8-AA90-0050568252F9,Individual,Active,Secunderabad,ANDHRA PRADESH,500049.0,MALE,7/26/1991,M,4/24/2018,Couple without children,29.0,25-30 Years,18-Apr,Weak: 17
5045,00521AD7-46F2-11e8-AA90-0050568252F9,Individual,Active,Secunderabad,ANDHRA PRADESH,500007.0,MALE,7/28/1988,M,4/24/2018,Couple without children,32.0,30-35 Years,18-Apr,Weak: 17
5046,0058FA2E-4C61-11e8-AF7E-0050569D7549,Individual,Active,Secunderabad,ANDHRA PRADESH,500015.0,MALE,10/20/1952,M,4/30/2018,Couple without children,68.0,60+ Years,18-Apr,Weak: 18
5047,005DDE4D-8428-11e8-BA28-0050569D5A2F,Individual,Active,Secunderabad,ANDHRA PRADESH,500047.0,MALE,1/11/1980,M,7/10/2018,Couple without children,41.0,40- 45Years,18-Jul,Weak: 28
5048,005DDF1B-8428-11e8-BA28-0050569D5A2F,Individual,Active,Secunderabad,ANDHRA PRADESH,500025.0,OTHER,5/15/1982,M,7/10/2018,Couple without children,38.0,35-40 Years,18-Jul,Weak: 28
5049,005DE06A-8428-11e8-BA28-0050569D5A2F,Individual,Active,Secunderabad,ANDHRA PRADESH,500062.0,MALE,7/22/1996,M,7/10/2018,Couple without children,24.0,20-25 Years,18-Jul,Weak: 28
5050,005DE0FF-8428-11e8-BA28-0050569D5A2F,Individual,Active,Secunderabad,ANDHRA PRADESH,500049.0,MALE,1/8/1985,M,7/10/2018,Couple without children,36.0,35-40 Years,18-Jul,Weak: 28
5051,005DE246-8428-11e8-BA28-0050569D5A2F,Individual,Active,Secunderabad,ANDHRA PRADESH,500016.0,MALE,7/30/1982,M,7/10/2018,Couple without children,38.0,35-40 Years,18-Jul,Weak: 28
5052,005E367E-F847-11e7-A450-0050568252F9,Individual,Active,Secunderabad,ANDHRA PRADESH,500050.0,MALE,1/24/1984,M,1/13/2018,Single/living alone,37.0,35-40 Years,18-Jan,Weak: 2
5053,005E36C4-F847-11e7-A450-0050568252F9,Individual,Active,Secunderabad,ANDHRA PRADESH,500047.0,MALE,6/15/1991,M,1/13/2018,Single/living alone,29.0,25-30 Years,18-Jan,Weak: 2
5054,005F6661-415F-11e8-BA2C-0050569D3164,Individual,Active,Secunderabad,ANDHRA PRADESH,500050.0,MALE,1/16/1982,M,4/16/2018,Single/living alone,39.0,35-40 Years,18-Apr,Weak: 16
5055,005F6687-415F-11e8-BA2C-0050569D3164,Individual,Active,Secunderabad,ANDHRA PRADESH,500014.0,MALE,6/12/1972,M,4/16/2018,Single/living alone,48.0,45-50 Years,18-Apr,Weak: 16
5056,00610CFC-D1A8-11e7-8830-0050569D5A2F,Individual,Active,Secunderabad,ANDHRA PRADESH,500050.0,MALE,6/27/1945,M,11/25/2017,Single/living alone,75.0,60+ Years,17-Nov,Weak: 47
5057,00610E23-D1A8-11e7-8830-0050569D5A2F,Individual,Active,Secunderabad,ANDHRA PRADESH,500085.0,MALE,8/23/1992,M,11/25/2017,couple with children,28.0,25-30 Years,17-Nov,Weak: 47
5058,006AF44A-F390-11e9-967A-005056981C55,Individual,Active,Secunderabad,ANDHRA PRADESH,500003.0,MALE,8/5/1985,M,10/21/2019,couple with children,35.0,35-40 Years,19-Oct,Weak: 43
5059,006AF4FC-F390-11e9-967A-005056981C55,Individual,Active,Secunderabad,ANDHRA PRADESH,500020.0,MALE,7/30/1999,M,10/21/2019,couple with children,21.0,20-25 Years,19-Oct,Weak: 43
5060,006AF5A0-F390-11e9-967A-005056981C55,Individual,Active,Secunderabad,ANDHRA PRADESH,500047.0,MALE,7/9/1999,M,10/21/2019,couple with children,21.0,20-25 Years,19-Oct,Weak: 43
5061,006AF5CE-F390-11e9-967A-005056981C55,Individual,Active,Secunderabad,ANDHRA PRADESH,500017.0,MALE,4/4/1992,M,10/21/2019,couple with children,28.0,25-30 Years,19-Oct,Weak: 43
5062,0073471A-BC24-11e9-B1A2-0050569973AB,Individual,Active,Secunderabad,ANDHRA PRADESH,500010.0,MALE,8/19/1977,M,8/11/2019,couple with children,43.0,40- 45Years,19-Aug,Weak: 33
5063,007347D8-BC24-11e9-B1A2-0050569973AB,Individual,Active,Secunderabad,ANDHRA PRADESH,500049.0,MALE,1/1/1900,M,8/11/2019,couple with children,121.0,60+ Years,19-Aug,Weak: 33
5064,00734908-BC24-11e9-B1A2-0050569973AB,Individual,Active,Secunderabad,ANDHRA PRADESH,500016.0,FEMALE,3/7/1970,M,8/11/2019,couple with children,51.0,50-55 Years,19-Aug,Weak: 33
5065,00734A00-BC24-11e9-B1A2-0050569973AB,Individual,Active,Secunderabad,ANDHRA PRADESH,500061.0,MALE,3/20/1993,M,8/11/2019,couple with children,28.0,25-30 Years,19-Aug,Weak: 33
5066,00734A9C-BC24-11e9-B1A2-0050569973AB,Individual,Active,Secunderabad,ANDHRA PRADESH,500049.0,MALE,6/8/1981,M,8/11/2019,couple with children,39.0,35-40 Years,19-Aug,Weak: 33
5067,00734AF4-BC24-11e9-B1A2-0050569973AB,Individual,Active,Secunderabad,ANDHRA PRADESH,500007.0,MALE,5/15/1972,M,8/11/2019,couple with children,48.0,45-50 Years,19-Aug,Weak: 33
